step,global_step,phase,target,full_prediction,blink(40,100)_prediction,stutter(120,220)_prediction,message_norm,message_0,message_1,message_2,message_3,message_4,message_5,message_6,message_7
0,0,0.0,0.0,0.04174698889255524,0.04174698889255524,0.04174698889255524,0.5135630369186401,0.3428548276424408,-0.05065208673477173,-0.1710929274559021,0.23414665460586548,-0.18895821273326874,0.061747707426548004,0.1297326683998108,-0.05644386261701584
1,1,0.19634954631328583,0.06718426942825317,0.31996387243270874,0.31996387243270874,0.31996387243270874,0.4277813136577606,0.2607559561729431,0.049226246774196625,-0.05285049229860306,0.27510595321655273,-0.14420437812805176,0.0467539057135582,0.089773990213871,-0.05534704774618149
2,2,0.39269909262657166,0.11055777966976166,-0.2753939628601074,-0.2753939628601074,-0.2753939628601074,0.6924586892127991,0.1367325782775879,0.34394407272338867,0.037098146975040436,0.2629125714302063,-0.4265712797641754,-0.2264149934053421,0.04529126361012459,-0.19164630770683289
3,3,0.5890486240386963,0.13165560364723206,0.18530230224132538,0.18530230224132538,0.18530230224132538,0.5959663987159729,0.37654659152030945,-0.21601949632167816,0.008486298844218254,0.26692211627960205,-0.19412337243556976,0.041856810450553894,0.081277035176754,0.222177654504776
4,4,0.7853981852531433,0.14802174270153046,0.30562371015548706,0.30562371015548706,0.30562371015548706,0.491757869720459,0.3075658679008484,-0.08775951713323593,-0.197563037276268,0.23175451159477234,-0.15071605145931244,0.11606825888156891,0.03464406356215477,0.09694648534059525
5,5,0.9817477464675903,0.16604915261268616,0.11222214251756668,0.11222214251756668,0.11222214251756668,0.43353626132011414,0.20627933740615845,0.11734052002429962,-0.10427612066268921,0.25060462951660156,-0.19635599851608276,0.016710661351680756,0.08074784278869629,-0.1122603565454483
6,6,1.1780972480773926,0.1764635443687439,0.2148156613111496,0.2148156613111496,0.2148156613111496,0.4541018307209015,0.2842160761356354,0.007418179884552956,-0.032783910632133484,0.266720175743103,-0.19894084334373474,0.012491874396800995,0.11303079128265381,-0.02551010251045227
7,7,1.3744468688964844,0.1745682954788208,0.1356223076581955,0.1356223076581955,0.1356223076581955,0.45696043968200684,0.26085132360458374,0.06059986352920532,-0.04550771042704582,0.2603987157344818,-0.24912068247795105,-0.02628793567419052,0.06502868980169296,-0.015418171882629395
8,8,1.5707963705062866,0.16988767683506012,0.13446639478206635,0.13446639478206635,0.13446639478206635,0.4509086608886719,0.2782785892486572,-0.003953989595174789,-0.057259220629930496,0.2578454911708832,-0.22406457364559174,0.006123755127191544,0.0681401789188385,0.034865230321884155
9,9,1.7671458721160889,0.17098253965377808,0.241658017039299,0.241658017039299,0.241658017039299,0.4554995894432068,0.2974139153957367,-0.051622092723846436,-0.10079015791416168,0.25207704305648804,-0.1759052276611328,0.06132602319121361,0.07516055554151535,0.048019446432590485
